review,Reviewer_Score,sentiment,review_length,clean_review
 I stay here twice a year the reason why Warm homley feeling location is great rooms funky easy walk to sights and underground or the river  No Negative,9.6,1,152,stay twice year reason warm homley feel locat great room funki easi walk sight underground river neg
 Eealky enjoyed our stay  All goid,8.3,1,34,eealki enjoy stay goid
 Restaurant was excellent and allowed us to bring our own beers to have with the meal The room was small but of high quality  No Negative,10.0,1,137,restaur excel allow us bring beer meal room small high qualiti neg
 The bed and the shower   Except the bed everything was horrible ,3.3,0,65,bed shower except bed everyth horribl
 Clean and adequate   Restaurant very expensive ,7.5,1,48,clean adequ restaur expens
 Nice breakfast and friendly People comfortable room for wheelchair drivers Easy access to the everywhere  No Negative,9.2,1,118,nice breakfast friendli peopl comfort room wheelchair driver easi access everywher neg
 good location clean and the rooms are quiet and well appointed for a 4 star hotel at this price  restaurant staff were not really on the ball,8.3,1,142,good locat clean room quiet well appoint star hotel price restaur staff realli ball
 Perfect location  Non smoking rooms are unavailable,9.6,1,52,perfect locat non smoke room unavail
 Excellent wifi lovely classic building and furnishings good bathroom   When booking on booking com receiving the worst kind of double room No tea and coffee making facilities no bathrobes old aircon smell of cooking in the evening from the back of the hotel sloppy and casual attitude from staff and no free newspaper I understand the rate of almost 190 GBP in the week with no breakfast or anything is considered a cheap rate to the hotel but is that a reason to dump me in one of the smallest double rooms in the back Also to be told allegedly jokingly that the room I was in was a worse room than others Also why would the owners not put tea coffee making facilities in each room After all even their 2 star competitors do this this is the first hotel I have ever come across in the UK to do this its almost like the owners feel that all guests should pay the GBP 4 for a cup of tea and they are living in the past or in the 1950 s Someone needs to let the owners management know that the year is 2016 The hotel owners Manager need a wake up call on what a customer expects as basics from such a hotel Even the staff stated often that they had heard this all before but the owners management just wont listen Shame as I and my company would certainly have given this hotel another chance if I had heard back yesterday after I had called to let them know my feelings Sadly it seems they don t care ,6.3,0,1401,excel wifi love classic build furnish good bathroom book book com receiv worst kind doubl room tea coffe make facil bathrob old aircon smell cook even back hotel sloppi casual attitud staff free newspap understand rate almost gbp week breakfast anyth consid cheap rate hotel reason dump one smallest doubl room back also told allegedli jokingli room wors room other also would owner put tea coffe make facil room even star competitor first hotel ever come across uk almost like owner feel guest pay gbp cup tea live past someon need let owner manag know year hotel owner manag need wake call custom expect basic hotel even staff state often heard owner manag wont listen shame compani would certainli given hotel anoth chanc heard back yesterday call let know feel sadli seem care
 Location and proximity to bars n restaurants  Bar was closed for refurbishment ,10.0,1,80,locat proxim bar n restaur bar close refurbish
 Location is very good bathroom is small but clean   Elevators report service all the time and the staff put up papers to ignore the warnings No double glazed windows Hotel looks tired ,4.6,0,185,locat good bathroom small clean elev report servic time staff put paper ignor warn doubl glaze window hotel look tire
 Newyears Eve stay which was ideal location for us very comfortable beds   wasn t anything we didn t like ,9.6,1,106,newyear eve stay ideal locat us comfort bed anyth like
 Great location a few blocks off of the busy and noisy Las Ramblas but walking distance to Placa Catalunya for buses and trains Incredibly welcoming and helpful staff who seem to really enjoy making your stay as enjoyable as possible Well appointed room with lots of cupboard space comfortable bed plus a separate lovely lounge with sofa hammock tv and balcony A bathroom and shower to die for with great water pressure plenty of hot water and huge luxurious towels Wonderful rooftop terrace with honesty bar perfect way to unwind late afternoon after a day of shopping site seeing or for a nightcap before bed Breakfast with any cooked to order option you can imagine and 24 hr complimentary snack bar where you could make a picnic lunch if you wanted Way better than the five star hotel we stayed in for twice the money after our departure And housekeeping found my sunglasses after we left and the hotel arranged to have them sent to me in Madrid I am a Happy Casa Camper   Cannot think of a single thing ,10.0,1,1008,great locat block busi noisi la rambla walk distanc placa catalunya buse train incred welcom help staff seem realli enjoy make stay enjoy possibl well appoint room lot cupboard space comfort bed plu separ love loung sofa hammock tv balconi bathroom shower die great water pressur plenti hot water huge luxuri towel wonder rooftop terrac honesti bar perfect way unwind late afternoon day shop site see nightcap bed breakfast cook order option imagin hr complimentari snack bar could make picnic lunch want way better five star hotel stay twice money departur housekeep found sunglass left hotel arrang sent madrid happi casa camper cannot think singl thing
 everything   London prices ,9.6,1,28,everyth london price
 Very comfortable with helpful staff Convenient to Estacio Sants easy walking distance   Nothing really But expect a standard business style hotel Also a long walk from Barrio Gotico Las Ramblas or the Port ,10.0,1,207,comfort help staff conveni estacio sant easi walk distanc noth realli expect standard busi style hotel also long walk barrio gotico la rambla port
 The location the clean room  When i checked in the room i got was letting the light in at night and when i told the receptioninst he was unhappy i asked TO change TO a rooms with better curtains Claming all rooms have windows So i was treated disrespectfully Then the towel heater wasnt working hair dryer wasnt working took 2hourd to get a New one The service was very poor compared TO the standards i usually get in 4 h tels ,6.3,0,428,locat clean room check room got let light night told receptioninst unhappi ask chang room better curtain clame room window treat disrespect towel heater wasnt work hair dryer wasnt work took hourd get new one servic poor compar standard usual get h tel
 The hotel is pretty confortable clean and really big   I didn t like so much the reception My sister needed a baby bed and we ask for one before we booked but after we camed they told us they didn t had a baby bed anymore and she still had to pay for it And the biggest problem for me was the way employes talk to you a litle bit arrogant We were claiming the baby bed the other employes were constantly talking in italian between them while we were claiming our rights And i didn t like it so much ,6.7,0,500,hotel pretti confort clean realli big like much recept sister need babi bed ask one book came told us babi bed anymor still pay biggest problem way employ talk litl bit arrog claim babi bed employ constantli talk italian claim right like much
 The staff could not have helped us anymore morning noon and night they were there to help Breakfast was lovely bed comfortable le Occitane toileties lovely decorated Thankyou for a wonderful stay No Negative,10.0,1,208,staff could help us anymor morn noon night help breakfast love bed comfort le occitan toileti love decor thankyou wonder stay neg
 Best staff No Negative,10.0,1,23,best staff neg
 View of canals from my room  Was a little bit too far out of the centre of town,8.3,1,80,view canal room littl bit far centr town
 Breakfast and the bed room  The swimming pool is too small and no vue,8.3,1,70,breakfast bed room swim pool small vue
No Positive  Warning This hotel is undergoing major renovation Expect stale breakfast in a paper bag heavy construction noise from 7AM intermittent lifts operation and a lot of noisy disagreements and complaints from customers at reception Avoid ,5.4,0,246,posit warn hotel undergo major renov expect stale breakfast paper bag heavi construct nois intermitt lift oper lot noisi disagr complaint custom recept avoid
 Staff friendly welcoming and always helpful Lovely breakfast Room comfortable and warm Great location to Tube restaurants and shopping areas   Bath very high off ground I imagine would create a difficulty for an older person or anyone with mobility issues ,7.9,1,257,staff friendli welcom alway help love breakfast room comfort warm great locat tube restaur shop area bath high ground imagin would creat difficulti older person anyon mobil issu
 the location was great and the hotel was very clean The rooms has everything I needed We had a room for 6 people and it was not cramped  No Negative,10.0,1,149,locat great hotel clean room everyth need room peopl cramp neg
 Fantastic location Nice entrance and restaurant area Friendly staff and efficient check in out   Room a little small and no bath Pillows too bulky and rather uncomfortable ,7.9,1,173,fantast locat nice entranc restaur area friendli staff effici check room littl small bath pillow bulki rather uncomfort
No Positive  There was no room fridge ,8.3,1,38,posit room fridg
 The wifi was strong and the free water welcome  The room was ridiculously small The air conditioning very noisy ,4.6,0,113,wifi strong free water welcom room ridicul small air condit noisi
 room very spacious new furniture and modenr very clean I really enjoyed it Great position No Negative,9.6,1,102,room spaciou new furnitur modenr clean realli enjoy great posit neg
No Positive  The minibar was very expensive and you have to pay 50 euros a night for breakages ,8.8,1,95,posit minibar expens pay euro night breakag
 Smiling and very helpful staff location very good at a walking distance to Champs Elysees Opera Madeleine etc and metro station is very close to the hotel   Breakfast place so small and squeezed Rooms are old and need renovation they are clean but smells old furniture Wifi connection not strong enough ,6.3,0,304,smile help staff locat good walk distanc champ elyse opera madelein etc metro station close hotel breakfast place small squeez room old need renov clean smell old furnitur wifi connect strong enough
 Lovely clean hotel Brilliant locatiom  Coffee in room would have been nicegreat,10.0,1,80,love clean hotel brilliant locatiom coffe room would nicegreat
 The staff we re amazing and went beyond the call of duty My daughter and I were made to feel welcome and taken care of The room was clean and well laid out Attention to detail was superb  No Negative,9.2,1,200,staff amaz went beyond call duti daughter made feel welcom taken care room clean well laid attent detail superb neg
 The hotel smelt lovely when you walked in Room was lovely with a nice bottle of champers and a mini chocolate birthday cake lovely touch A surprise for my birthday which I wasnt expecting Bed was very comfortable Location of hotel too was great close to all the threatres and some very good restaurants and bars and only a 5 minute walk to the River Thames   There was nothing not to like at this hotel It ticks all the boxes ,10.0,1,427,hotel smelt love walk room love nice bottl champer mini chocol birthday cake love touch surpris birthday wasnt expect bed comfort locat hotel great close threatr good restaur bar minut walk river thame noth like hotel tick box
 Location and ambiance No Negative,9.2,1,34,locat ambianc neg
 The location is extraordinary It is 2 short blocks from the Louvre easy to walk to Notre Dame yet on a quiet street The breakfast is excellent   The rooms are small although very nicely appointed and comfortable ,9.2,1,213,locat extraordinari short block louvr easi walk notr dame yet quiet street breakfast excel room small although nice appoint comfort
 very friendly staff Lovely location and facilities Everything was perfect  No Negative,9.6,1,87,friendli staff love locat facil everyth perfect neg
 Good location subway lines were very near Very nice room and available amenities   Staff was not very helpful,7.1,1,110,good locat subway line near nice room avail amen staff help
 Next to the park the museum and the mall rooms are good size  Staff,6.7,0,68,next park museum mall room good size staff
 Best location to see the 5th of January Kings parade in Barcelona Plaza Catalunya No Negative,9.2,1,94,best locat see th januari king parad barcelona plaza catalunya neg
No Positive  slow check in check out process,7.5,1,44,posit slow check check process
 Location excellent cleanliness very good staff all excellent   It did not have the Boose as stated I paid for delux but apparently this means you get Boose sound which we didn t and use of the gym I didn t use this as it wasn t shown on booking and didn t really want it anyway so in the end I just paid extra for the word deluxe My only other criticism is we were given a map to our wing the dirrctions she wrote on it were totally wrong so hard to find room in a hard to navigate building Was a bit of fun finding it but 25 mins after a journey ,8.3,1,548,locat excel cleanli good staff excel boos state paid delux appar mean get boos sound use gym use shown book realli want anyway end paid extra word delux critic given map wing dirrction wrote total wrong hard find room hard navig build bit fun find min journey
 The location is perfect  They made me stay in an awful room which could not even be called as a double room The bed was adjacent to a window which does look at the internal halls tin roof and extreme cold was coming from the window I had to push my husband to the side in order not to be effected from the cold with no success As mys ide of the bed was adjacent to the wall I had to get out of bed from the end of the bed I had no reading lights or a table to put my water on the side They made me pay for an awfull room I asked for a discount and nobody even cared about it If this is what they call Sofitel quality I doubt it ,6.7,0,629,locat perfect made stay aw room could even call doubl room bed adjac window look intern hall tin roof extrem cold come window push husband side order effect cold success my ide bed adjac wall get bed end bed read light tabl put water side made pay awful room ask discount nobodi even care call sofitel qualiti doubt
 Everything was just exactly perfect as you can imagine from the services to the amenities Thank you  No Negative,10.0,1,113,everyth exactli perfect imagin servic amen thank neg
 good location nice view over the river Close to public transportation 10 minutes to city centre by tram Lots of shops around  No Negative,7.9,1,138,good locat nice view river close public transport minut citi centr tram lot shop around neg
 The modernness   We didn t check into the room until an hour late as it was not ready and the birthday surprise of balloons and cupcakes had not be set up as arranged ,6.3,0,168,modern check room hour late readi birthday surpris balloon cupcak set arrang
 My adult daughter myself an 2 friends stayed in a quad room and it was excellent The room was large to accommodate 4 single beds The bathroom and shower were very modern and very appreciated The only negative was the quality of the towels The staff went out of their way to help any way that could Location for exploring Amsterdam is perfect and also quiet I highly recommend the Golden Tulip  The pillows and the towels,9.6,1,421,adult daughter friend stay quad room excel room larg accommod singl bed bathroom shower modern appreci neg qualiti towel staff went way help way could locat explor amsterdam perfect also quiet highli recommend golden tulip pillow towel
 Good location cleanliness staff   Shower malfunctioned sometimes suddenly poring extremely hot water and the air conditioner heater was very loud ,7.5,1,147,good locat cleanli staff shower malfunct sometim suddenli pore extrem hot water air condition heater loud
 Beautiful room with access to the roof Had a patio that was enclosed with no future Why this could be an opportunity to have room service Wifi was easy and fast Room 610  They held 2x the room cost for hostage deposit right off the bat Thankfully I caught it right away or it would have been a disaster They don t have do not disturb signs We got walked in every morning by the cleaning crew ,7.1,1,393,beauti room access roof patio enclos futur could opportun room servic wifi easi fast room held x room cost hostag deposit right bat thank caught right away would disast disturb sign got walk everi morn clean crew
 From us checking in to checking out the staff were so friendly and nothing was too much trouble cant wait to go back again  We couldnt fault it at all,10.0,1,151,us check check staff friendli noth much troubl cant wait go back couldnt fault
 Clean rooms and friendly staff  Highly overpriced too much construction going on around the property and food was poor,7.5,1,119,clean room friendli staff highli overpr much construct go around properti food poor
 Love the style of the hotel  Nothing was great,10.0,1,47,love style hotel noth great
 Popped into the bar for a drink the staff were so friendly and welcoming  Staff in the reception didn t even acknowledge you when you went in or out,8.3,1,149,pop bar drink staff friendli welcom staff recept even acknowledg went
 Awesome breakfast Friendly staff  No Negative,9.2,1,46,awesom breakfast friendli staff neg
 Free facilities to print out from the internet  The view of the railway line which runs down one side of the hotel although this did not disrupt sleep ,9.2,1,152,free facil print internet view railway line run one side hotel although disrupt sleep
 Amazing hotel in a great area Staff were happy to help with any additional requests  No Negative,10.0,1,97,amaz hotel great area staff happi help addit request neg
 Loved the chess table and public areas  Construction outside but we survived lovely base,8.8,1,89,love chess tabl public area construct outsid surviv love base
 Location is excellent   Beds were not very comfortable nor the layout of the room ,5.4,0,83,locat excel bed comfort layout room
 Bed great  Bathroom over designed Lighting bit complex,8.8,1,55,bed great bathroom design light bit complex
No Positive  Considering this was a de luxe room it was very small and lacked drawer cupboard space Very little shelf space in bathroom ,8.3,1,136,posit consid de lux room small lack drawer cupboard space littl shelf space bathroom
 Great location Helpful staff  No Negative,9.6,1,42,great locat help staff neg
 Beauty full hotel had a great stay 15 min on train from centre  Rooms,9.6,1,70,beauti full hotel great stay min train centr room
 Very good  No Negative,10.0,1,23,good neg
 The bed was great and huge the room bigger than expected  No kettle or iron in the room,7.1,1,88,bed great huge room bigger expect kettl iron room
 Location to where o needed to be was perfect   Noise from the road But it s a busy part of London so probably can t be helped ,7.9,1,127,locat need perfect nois road busi part london probabl help
No Positive  Wasn t informed of the hotel changing name took ages to find Also paid for a twin room and recieved a double ,4.6,0,122,posit inform hotel chang name took age find also paid twin room reciev doubl
 Location for concert venue and proximity of shopping centre Room and facilities were very good Lovely building  Bit pricey especially breakfast so ate at shopping centre which had Various eateries Car parking too dear ,7.1,1,219,locat concert venu proxim shop centr room facil good love build bit pricey especi breakfast ate shop centr variou eateri car park dear
 It was a beautiful hotel in a wonderful location The staff was extremely helpful throughout our stay  No Negative,10.0,1,114,beauti hotel wonder locat staff extrem help throughout stay neg
 Perfect hotel if you are attending a meeting at the convention center in front of it or if you are planning to go for a Barcelona soccer game Far away of everything else Good breakfast with healthy options The bar of the hotel is good complete and well served   Not a single option for food or drinks in a waking distance For anything else subway is an option that closes at midnight ,8.8,1,385,perfect hotel attend meet convent center front plan go barcelona soccer game far away everyth els good breakfast healthi option bar hotel good complet well serv singl option food drink wake distanc anyth els subway option close midnight
 The location is perfect close to the Duomo and shops   Didn t like breakfast and the room ,6.3,0,91,locat perfect close duomo shop like breakfast room
 Fantastic with a pool and great gym at this central London location But why did they remove the Jacuzzi   It wasn t the cleanest room I ve ever seen but plenty of space and free upgrade ,7.5,1,187,fantast pool great gym central london locat remov jacuzzi cleanest room ever seen plenti space free upgrad
 Friendly staff easy to reach from the metro station decent breakfast No Negative,9.2,1,81,friendli staff easi reach metro station decent breakfast neg
 The free coffee and nibbles available 24 7 and the cosy comfortable bar and great staff   Having to leave this lovely hotel,10.0,1,124,free coffe nibbl avail cosi comfort bar great staff leav love hotel
 Location s great Bed s good  Kinda small for a suite No sense of luxury eg fluffy towels a bathrobe which you might expect at this price Tired bathroom jet system produced muck and leaked ,5.4,0,189,locat great bed good kinda small suit sens luxuri eg fluffi towel bathrob might expect price tire bathroom jet system produc muck leak
 Delightful obliging and tolerant staff and a very well appointed room with a lovely bath  Nothing,9.6,1,98,delight oblig toler staff well appoint room love bath noth
 very modern use of a mobile phone provided free of charge  Bar very expensive,9.6,1,78,modern use mobil phone provid free charg bar expens
 Good bed and pillows Enjoyed the breakfasts Staff very friendly and helpful   Very satisfied ,9.6,1,94,good bed pillow enjoy breakfast staff friendli help satisfi
 Loved the whole experience great to have half board facilities for what I had planned to pay for B B  Would have been better if it had leisure facilities didn t upset my holiday without it though,9.6,1,196,love whole experi great half board facil plan pay b b would better leisur facil upset holiday without though
 The hotel is great the room and its facilities is are very good and the staff are very helpful   Nothing,8.8,1,105,hotel great room facil good staff help noth
 Loved the room and the large bed very posh No Negative,10.0,1,55,love room larg bed posh neg
 Great location good value for money in the heart of Barcelona Quiet clean comfortable room Staff terrific After long flight provided us with room ahead of usual check in Stayed here previously Highly recommended  No Negative,9.2,1,225,great locat good valu money heart barcelona quiet clean comfort room staff terrif long flight provid us room ahead usual check stay previous highli recommend neg
 It is always a pleasure being greeted with the smiling faces of the staff very engaging with guests ready to help The smell and overall cleanliness of the bathroom More importantly location location location   Small item but the complimentary water is not replenished daily I have to buy from the nearby Nisa Local ,9.2,1,316,alway pleasur greet smile face staff engag guest readi help smell overal cleanli bathroom importantli locat locat locat small item complimentari water replenish daili buy nearbi nisa local
 Bed very comfortable Staff welcoming and efficient Room well equipped   Could not control the a c Two light bulbs not working Long confusing walk to the room from reception ,9.2,1,174,bed comfort staff welcom effici room well equip could control c two light bulb work long confus walk room recept
 Really good breakfast Friendly staff on the whole  Having to pay a deposit on credit card of 20,7.1,1,96,realli good breakfast friendli staff whole pay deposit credit card
No Positive  Bedroom very small and air con noisy,5.4,0,49,posit bedroom small air con noisi
 Location was the main factor We had a wedding approx 250 meters away  No parking onsite Overnight parking 14 Rooms also need updating requested early room booking in but had to wait while the room was being prepared we counted at least eight other people being booked in and given room keys would we stay there again only at a push better hotels around the area,7.5,1,362,locat main factor wed approx meter away park onsit overnight park room also need updat request earli room book wait room prepar count least eight peopl book given room key would stay push better hotel around area
No Positive  Location,5.4,0,21,posit locat
No Positive  Room was very small for a Queen room It was in need of a refurb Very basic,5.4,0,87,posit room small queen room need refurb basic
 Staff were really helpful and polite and made us feel really welcome on arrival  No Negative,10.0,1,93,staff realli help polit made us feel realli welcom arriv neg
 Excellent check in excellent staff very friendly got offered free upgrade to suite on arrival one of the best rooms we ve stayed in London Great bar   No tea and coffee facilities The downstairs bar and restaurant were closed for a private function ,10.0,1,250,excel check excel staff friendli got offer free upgrad suit arriv one best room stay london great bar tea coffe facil downstair bar restaur close privat function
 Room was very spacious bed extremely comfortable I was upgraded on arrival which was greatly appreciated Staff were fantastic  No Negative,9.2,1,139,room spaciou bed extrem comfort upgrad arriv greatli appreci staff fantast neg
 Just besides oxford street and Bond Street Station Easy access to most things London either by walking or via modes of transport The room was sufficiently big for the area and comfortable Staff was really helpful   Their Breakfast menu options are tricky to understand and pricey too for the availability They were probably understaffed on housekeeping front as they forgot to make our room ready and clean one whole day We only realised it when we arrived late evening after a day out and it wasnt something to be expected for the price you pay ,8.8,1,547,besid oxford street bond street station easi access thing london either walk via mode transport room suffici big area comfort staff realli help breakfast menu option tricki understand pricey avail probabl understaf housekeep front forgot make room readi clean one whole day realis arriv late even day wasnt someth expect price pay
 Clean tidy staff very pleasant and nothing too much trouble Excellent location for what we were doing and parking free after 1 30pm on a Sat   Mattress was too hard for our liking but understand this probably differs from person to person but it was hard,7.5,1,255,clean tidi staff pleasant noth much troubl excel locat park free pm sat mattress hard like understand probabl differ person person hard
 Everything was good also staff seats  Seats in bar bench type v good,7.5,1,69,everyth good also staff seat seat bar bench type v good
 Excellent location hotel and staff No Negative,10.0,1,47,excel locat hotel staff neg
 very enjoyable hotel great breakfast  No Negative,9.6,1,50,enjoy hotel great breakfast neg
 Staff free upgrade location No Negative,10.0,1,40,staff free upgrad locat neg
 Friendly staff clean hotel large room good large bathroom large TV and good channel selection good location No Negative,10.0,1,120,friendli staff clean hotel larg room good larg bathroom larg tv good channel select good locat neg
 The bed was really relaxing the people from the hotel very friendly the room very nicely decorated and spacious   The breakfast didnt had a lot of variety and the coffee was not nice,9.6,1,183,bed realli relax peopl hotel friendli room nice decor spaciou breakfast didnt lot varieti coffe nice
 Great post ArenA event overnight stay No Negative,9.6,1,50,great post arena event overnight stay neg
 Room was unbelieveable bed was amazing and so comfy too sleep on very clean and modern hotel room and overall an amazing hotel No Negative,9.6,1,139,room unbeliev bed amaz comfi sleep clean modern hotel room overal amaz hotel neg
 I liked practically everything   Nothing,9.2,1,41,like practic everyth noth
 i like the bed it was very comfortable and spacious having our children around  none,10.0,1,85,like bed comfort spaciou children around none
 Checking out 2 nice young ladies   Cold welcome unfriendly front desk 2 guys ,7.1,1,78,check nice young ladi cold welcom unfriendli front desk guy
 WIFI was without limits and internet was ok not great not bad Continental breakfast was just fine Friendly reception good service I needed an iron board and it was delivered to my room within minutes   Yoghurt at breakfast was not cooled No elevator to the 6th floor ,7.1,1,268,wifi without limit internet ok great bad continent breakfast fine friendli recept good servic need iron board deliv room within minut yoghurt breakfast cool elev th floor
 it s a castle nice terrace view   renovation,8.3,1,45,castl nice terrac view renov
 Room was nice location was excellent and the staff were very attentive and polite  Bathroom was smaller than pictures made out and the WIFI was not very good,9.2,1,158,room nice locat excel staff attent polit bathroom smaller pictur made wifi good
 Location is just perfect Staff was very helpful and friendly Historical building with a good restaurant and bar 2 steps and tram and bus stops pubs steakhouses bars clubs everything is so close   The rooms are a bit outdated but clean ,7.9,1,236,locat perfect staff help friendli histor build good restaur bar step tram bu stop pub steakhous bar club everyth close room bit outdat clean
 Great location lovely comfortable hotel Would recommend  No Negative,10.0,1,69,great locat love comfort hotel would recommend neg
 Clean and comfortable great breakfast No Negative,10.0,1,50,clean comfort great breakfast neg
 We were hot every night The air did not work very well  No Negative,10.0,1,68,hot everi night air work well neg
 Everything else was good   The air conditioning was not working properly It was too hot in the room ,7.5,1,101,everyth els good air condit work properli hot room
 The hotel room was lovely Tv was good wifi was brilliant  The over priced food n drinks Not knowing that there s a Lidi 12mins down the road till the last day I was there ,6.3,0,172,hotel room love tv good wifi brilliant price food n drink know lidi min road till last day
 Nice location   the sofa bed must be changed About the wifi I dont know if you pay but the free one is rubbish ,7.9,1,112,nice locat sofa bed must chang wifi dont know pay free one rubbish
 Excellent location near Oxford Street Friendly and attentive staff pleasant bar   Missed a fitness room Would be a nice amenity Basic single rooms are bit small though well appointed Rooms facing the rear in the old section of the building can be noisy due to external air conditioning and ventilation units ,7.5,1,309,excel locat near oxford street friendli attent staff pleasant bar miss fit room would nice amen basic singl room bit small though well appoint room face rear old section build noisi due extern air condit ventil unit
 Really helpful staff and lovely welcome nothing too much trouble   Internal view from window meant we had net curtains closed when in room ,8.8,1,140,realli help staff love welcom noth much troubl intern view window meant net curtain close room
 The restaurant for dinner was excellent  Breakfast was expensive and non refundable Room cleaning was slow and had not been serviced by 3pm ,6.7,0,141,restaur dinner excel breakfast expens non refund room clean slow servic pm
 Clean convenient location good breakfast good customer service No Negative,10.0,1,75,clean conveni locat good breakfast good custom servic neg
No Positive  During the booking process I was asked whether I would like to pay for breakfast at 17GBP per person which I added to my booking On the final day of my stay I visited the restaurant and was informed that this was an error on Booking com and that there was no set breakfast price leading to an increase frustration ,7.5,1,327,posit book process ask whether would like pay breakfast gbp per person ad book final day stay visit restaur inform error book com set breakfast price lead increas frustrat
 good location easy to get to from Paddington 10 mins walk close to restaurants and pubs   rooms are quiet small I was upgraded to a Club room and it was pretty small good for one night but more than that would be a pain also why isn t there an iron in the room ,8.8,1,262,good locat easi get paddington min walk close restaur pub room quiet small upgrad club room pretti small good one night would pain also iron room
 Staff Bar Club Spa Location  No Negative,10.0,1,41,staff bar club spa locat neg
 The location and the size of the room  The check in could have been more informative,7.9,1,85,locat size room check could inform
 Everything was perfect We arrived very early and they managed to check us in at 11 already which was amazing Very friendly staff room was very nice and comfy No Negative,10.0,1,170,everyth perfect arriv earli manag check us alreadi amaz friendli staff room nice comfi neg
 Location  Gym,9.2,1,14,locat gym
 The superior room was spacious and comfortable The breakfast was really excellent with a very pleasant setting Coffee is available all day again in a pleasant setting   It would have been nice to have more television channels to choose from eg English ones,9.2,1,257,superior room spaciou comfort breakfast realli excel pleasant set coffe avail day pleasant set would nice televis channel choos eg english one
 The location is second to none easy car park behind Step out the hotel and you are in Trafalgar Square Roof top bar is amazing  Some of the staff were not very knowledgeable about heir hotel Also maybe not at the staff expected level for a 4 star,9.2,1,247,locat second none easi car park behind step hotel trafalgar squar roof top bar amaz staff knowledg heir hotel also mayb staff expect level star
 The stuff was wonderful they were helpful friendly and kindly The location was great Every thing is close to you the underground station restaurants and H M MacDonald is in front the hotel I m with my old parents so i was searching about the most comfortable hotel and i found it Love it   There is no iron,9.2,1,307,stuff wonder help friendli kindli locat great everi thing close underground station restaur h macdonald front hotel old parent search comfort hotel found love iron
 The warm cookie on arrival  No Negative,10.0,1,40,warm cooki arriv neg
 Very friendly and helpful staff very good wifi good location 5 minutes away from Bastille by walking distance clean  Tiny room for 150 EUR per night,7.9,1,149,friendli help staff good wifi good locat minut away bastil walk distanc clean tini room eur per night
 Great building helpful staff comfortable bed   Lack of free wifi lack of heated rail to put towels on What are travellers to do with wet bathing costumes ,9.2,1,155,great build help staff comfort bed lack free wifi lack heat rail put towel travel wet bath costum
 Location and character of the hotel No Negative,9.6,1,48,locat charact hotel neg
 Excellent location well connected clean place wifi working well good breakfast  fitness facility can be a bit bigger,10.0,1,117,excel locat well connect clean place wifi work well good breakfast fit facil bit bigger
 Bed s comfortable breakfast good  Could hear the lift going up and down,7.5,1,72,bed comfort breakfast good could hear lift go
 The gym and new spa area looked good although it wasn t finished   It s old and tired and doesn t look like the photos ,7.5,1,120,gym new spa area look good although finish old tire look like photo
 Staff were of great assistance with any issue or question  Housekeeping did not do our room one day Reason unknown ,9.2,1,116,staff great assist issu question housekeep room one day reason unknown
 they transfer me to The Park Grand London Kensington due to maintance work at The Park Grand London Paddington they offer me a free ride to Kensington a soft drink while im i watting the taxi and includ the breakfast in my stay which that im not applied for it Park Grand London Kensington newer and bigger than Park Grand London Paddington Underground station 3 mins walk People at reception and generally everyone I interacted with was super friendly and helpful which makes a difference the handy phone that comes with the room The bathroom is clean with all required supplies There is a microwave and small separate room for cloths and iron   The change of hotel story it repeated with every gusts so I have reviewed some of gust comments before and I faced the same If you booked a room for three adult which is queen bed and sofa beds you will stay in the basement which I will not recommend So the only room fit 3 adult is in the basement otherwise they move you up in room with extra bed for non adult The room pic dose not match the reality ,8.3,1,1051,transfer park grand london kensington due maintanc work park grand london paddington offer free ride kensington soft drink im wat taxi includ breakfast stay im appli park grand london kensington newer bigger park grand london paddington underground station min walk peopl recept gener everyon interact super friendli help make differ handi phone come room bathroom clean requir suppli microwav small separ room cloth iron chang hotel stori repeat everi gust review gust comment face book room three adult queen bed sofa bed stay basement recommend room fit adult basement otherwis move room extra bed non adult room pic dose match realiti
 View at breakfast  Water not warm enough to bath just warm enough for shower,8.8,1,77,view breakfast water warm enough bath warm enough shower
